"","ensembl_gene_id","external_gene_name","logFC","logCPM","LR","PValue","FDR","DE","aveGc","aveLength","rankstat"
"1","ENSDARG00000039682","si:ch211-121a2.2",-3.19535733251068,1.23554903840657,82.575881169778,1.01690365280493e-19,1.97238632498045e-15,TRUE,0.448507899356349,854,-18.99272019264
"2","ENSDARG00000093024","si:ch211-213a13.2",1.02451819345535,2.75447886724532,70.6649584931663,4.23345575707709e-17,4.10560539321336e-13,TRUE,0.398653269503919,3168,16.3733049745855
"3","ENSDARG00000040781","sult3st4",2.13806986302941,0.45481876708478,64.7641077257974,8.44230080401492e-16,5.45822887982245e-12,TRUE,0.368810735770477,2161,15.0735391777447
"4","ENSDARG00000077068","si:ch211-11p18.6",-0.864354589135872,3.60247101416728,64.0786357420424,1.19550944519624e-15,5.79702529975656e-12,TRUE,0.409444219796019,4451,-14.9224469883643
"5","ENSDARG00000099511","CABZ01034698.2",1.54357007796788,1.42103401343357,62.958632720698,2.11093820486083e-15,8.18875148429613e-12,TRUE,0.358550540368722,3146,14.6755244799471
"6","ENSDARG00000079589","si:dkeyp-73d8.6",1.44306069871281,1.35298016383681,62.5310745326177,2.62273556569656e-15,8.47842983870842e-12,TRUE,0.359528487229862,1018,14.5812454944451
"7","ENSDARG00000070011","si:ch211-167j6.4",-1.90808818117234,0.767768566219425,58.6218439910004,1.91083154023501e-14,5.29464122205689e-11,TRUE,0.41352259992529,1338,-13.7187775988535
"8","ENSDARG00000078995","tex11",1.59797326503467,0.0501685751050648,53.7128868776765,2.3203625904161e-13,5.62571910046382e-10,TRUE,0.45568243610658,1839,12.6344441449743
"9","ENSDARG00000091150","mki67",-0.808754804312668,4.22895354530747,52.6647566584313,3.95627129774296e-13,8.52620423233584e-10,TRUE,0.414803957493587,8187,-12.4027139347005
"10","ENSDARG00000103849","mdh1ab",-0.997592102576878,4.61920428293783,51.5441901409387,7.00035440399386e-13,1.35778874019865e-09,TRUE,0.438515081206497,1724,-12.1548799725854
"11","ENSDARG00000057128","hadhaa",-0.753788829815099,4.16372350238126,50.3037534838886,1.31697403960328e-12,2.32218440655865e-09,TRUE,0.476069615663524,2758,-11.8804227858341
"12","ENSDARG00000090600","si:ch211-213a13.1",-0.976482450505134,3.06407426247605,47.913915616393,4.45349492372696e-12,7.19833229505068e-09,TRUE,0.343555900621118,2576,-11.3512990383743
"13","ENSDARG00000055618","acta1b",-1.00686196233771,8.13787050277405,47.2441583784734,6.26724856282849e-12,9.35073485574011e-09,TRUE,0.519047619047619,1365,-11.2029230805794
"14","ENSDARG00000097973","si:ch1073-190k2.1",-3.5056909054359,0.79635228787602,46.9968041284076,7.11025513880559e-12,9.85075061944808e-09,TRUE,0.39124487004104,731,-11.1481148151089
"15","ENSDARG00000002991","cep135",1.42104360431048,3.223492834549,46.2379996699061,1.04726016081971e-11,1.35417720528395e-08,TRUE,0.501426024955437,3740,10.9799454172962
"16","ENSDARG00000101331","tekt1",1.77704520633987,1.44143458108934,44.4678523427648,2.58568359023222e-11,3.13449493225901e-08,TRUE,0.456128133704735,1436,10.587424620764
"17","ENSDARG00000039266","rbm25a",0.791212475048622,4.69785714372544,42.1099362405391,8.62836613527058e-11,9.8444582093946e-08,TRUE,0.476142809476143,999,10.0640714343676
"18","ENSDARG00000057911","zgc:86709",-0.829827606888371,3.05239361102049,40.3604222615141,2.11175899910701e-10,2.2755376414822e-07,TRUE,0.498726114649682,1570,-9.6753556464271
"19","ENSDARG00000052905","zgc:165423",-0.871362116726649,5.36487686373809,40.2246023728609,2.26379314098094e-10,2.31097535591928e-07,TRUE,0.455958549222798,2123,-9.64516326027305
"20","ENSDARG00000100584","ccdc40",0.936664349434947,2.87647215499216,39.9973589004672,2.54306471606969e-10,2.35772170794185e-07,TRUE,0.431317986339489,1976,9.59464258773057
"21","ENSDARG00000055644","prss60.2",-0.993640355580097,2.054457212475,39.9030795597639,2.66882092510346e-10,2.35772170794185e-07,TRUE,0.458669742406767,1300,-9.57368056590846
"22","ENSDARG00000099470","muc5.3",-0.836508789348297,5.13695015142553,39.8991055062099,2.67425642270163e-10,2.35772170794185e-07,TRUE,0.469076580435155,8756,-9.57279695248723
"23","ENSDARG00000053558","rtkn2a",1.63128755220743,1.38079703724612,38.8579898990064,4.55784548315448e-10,3.84365091266366e-07,TRUE,0.427214116050221,2947,9.34124040204964
"24","ENSDARG00000087046","si:ch211-222k6.2",-0.997268750005697,1.38457313164341,37.0666418962109,1.14160084372267e-09,9.22603748535208e-07,TRUE,0.425316455696203,790,-8.94248571891937
"25","ENSDARG00000098754","si:ch211-156p11.1",1.19001179913587,0.592942087436196,36.9224602697158,1.22921731089472e-09,9.47100732592404e-07,TRUE,0.427567567567568,5550,8.91037133226441
"26","ENSDARG00000044976","krt93",-0.708782089647064,2.99783341013257,36.8594809726944,1.26957202760376e-09,9.47100732592404e-07,TRUE,0.477188655980271,1622,-8.8963426549293
"27","ENSDARG00000115545","clec19a",-1.08439527463103,1.64160366065151,35.8859530916938,2.09211602675938e-09,1.50291416500092e-06,TRUE,0.417934347477982,1249,-8.67941423357912
"28","ENSDARG00000103019","gstp2",-1.27090112050997,2.32042521102405,35.5850363463333,2.4415586576352e-09,1.6913025615533e-06,TRUE,0.436426116838488,873,-8.61233283747395
"29","ENSDARG00000023861","dnase1l1l",0.718054558182913,3.96068826905597,35.2927374194197,2.83687968708926e-09,1.89738339347528e-06,TRUE,0.388975155279503,1932,8.54715908237166
"30","ENSDARG00000045089","si:ch211-270n8.1",-1.49869850048428,0.578804139912087,34.6846754896808,3.8767131992009e-09,2.50642430705669e-06,TRUE,0.422434367541766,838,-8.41153632708454
"31","ENSDARG00000074531","spag9a",0.55694020510676,5.06366639231228,33.8337663341462,6.00278948768656e-09,3.75580983558608e-06,TRUE,0.531139240506329,3292,8.22164688668563
"32","ENSDARG00000060622","si:ch73-14h1.2",-0.800851247549274,4.2227799452158,33.3757945786201,7.59635614223740e-09,4.60434136671364e-06,TRUE,0.365988271817868,2899,-8.1193946822996
